TIME, N1_UZ, N1_AZ, N7_UZ, N7_AZ,front_wheel_pos,rear_wheel_pos,front_axle_wt,rear_axle_wt
0.266, -4.327707463E-03, -2.97910253, 1.239543601E-05, -0.127032069,5.32,0.0,45000.0,0.0
0.268, -4.269453443E-03, 1.36154474, 1.403739662E-05, -0.116360838,5.36,0.0,45000.0,0.0
0.27, -4.199349915E-03, 4.56334807, 1.506646752E-05, -0.190082864,5.4,0.0,45000.0,0.0
0.272, -4.119267314E-03, 0.426234232, 1.507069174E-05, -0.322340159,5.44,0.0,45000.0,0.0
0.274, -4.042090193E-03, -1.87906449, 1.359257522E-05, -0.418831403,5.48,0.0,45000.0,0.0
0.276, -3.971409537E-03, -1.36914915, 1.05114682E-05, -0.382665958,5.5200000000000005,0.0,45000.0,0.0
0.278, -3.902034807E-03, 0.716128857, 6.233872393E-06, -0.215579606,5.5600000000000005,0.0,45000.0,0.0
0.28, -3.826665241E-03, 2.28135814, 1.433995012E-06, -4.55601081E-02,5.6000000000000005,0.0,45000.0,0.0
0.282, -3.746585033E-03, 7.398846859E-02, -3.466847164E-06, -4.920139055E-03,5.64,0.0,45000.0,0.0
0.284, -3.669775824E-03, -1.70952375, -8.515991956E-06, -6.923067866E-02,5.68,0.0,45000.0,0.0
0.286, -3.594856499E-03, 0.764511155, -1.383819903E-05, -6.730258194E-02,5.72,0.0,45000.0,0.0
0.288, -3.518790537E-03, -0.191037852, -1.90621446E-05, 0.11643091,5.76,0.0,45000.0,0.0
0.29, -3.44776836E-03, -2.330977, -2.326920016E-05, 0.392014199,5.8,0.0,45000.0,0.0
0.292, -3.380954335E-03, 0.226903927, -2.557037873E-05, 0.560926834,5.84,0.0,45000.0,0.0
0.294, -3.311510494E-03, 1.08804363, -2.567569347E-05, 0.537007368,5.88,0.0,45000.0,0.0
0.296, -3.236091504E-03, 1.89949349, -2.386408103E-05, 0.421456251,5.92,0.0,45000.0,0.0
0.298, -3.157551251E-03, -0.338750505, -2.048449612E-05, 0.362528549,5.96,0.0,45000.0,0.0
0.3, -3.08861581E-03, -4.46371778, -1.559814229E-05, 0.390855158,6.0,0.0,45000.0,0.0
0.302, -3.028636347E-03, -1.442216844E-02, -9.1074467E-06, 0.411316655,6.04,0.0,45000.0,0.0
0.304, -2.959599879E-03, 4.54306963, -1.156594847E-06, 0.318763359,6.08,0.0,45000.0,0.0
0.306, -2.87756198E-03, 1.95768099, 7.627276597E-06, 9.774777261E-02,6.12,0.0,45000.0,0.0
0.308, -2.793692007E-03, -1.04166835, 1.627464827E-05, -0.165997909,6.16,0.0,45000.0,0.0
0.31, -2.719074383E-03, -3.5844938, 2.388336333E-05, -0.353332043,6.2,0.0,45000.0,0.0
0.312, -2.653860515E-03, -1.11751995, 2.99590819E-05, -0.413167744,6.24,0.0,45000.0,0.0
0.314, -2.580580012E-03, 5.15087639, 3.437350693E-05, -0.41747889,6.28,0.0,45000.0,0.0
0.316, -2.494068637E-03, 1.4647678, 3.697227015E-05, -0.490350456,6.32,0.0,45000.0,0.0
0.318, -2.409279381E-03, -2.32602866, 3.72883031E-05, -0.65101403,6.36,0.0,45000.0,0.0
0.32, -2.329925975E-03, -0.39184106, 3.478604273E-05, -0.758134587,6.4,0.0,45000.0,0.0
0.322, -2.252097551E-03, -0.370657041, 2.943876881E-05, -0.664375246,6.44,0.0,45000.0,0.0
0.324, -2.171927127E-03, 1.54161801, 2.194343264E-05, -0.409656867,6.48,0.0,45000.0,0.0
0.326, -2.086663598E-03, 1.00503337, 1.324584248E-05, -0.191468254,6.5200000000000005,0.0,45000.0,0.0
0.328, -2.001264128E-03, -0.937125406, 3.907189154E-06, -0.129061307,6.5600000000000005,0.0,45000.0,0.0
0.33, -1.913549657E-03, 2.09456414, -5.937621554E-06, -0.124017945,6.6000000000000005,0.0,45000.0,0.0
0.332, -1.819736158E-03, 0.955113274, -1.602908648E-05, 6.884225563E-04,6.640000000000001,0.0,45000.0,0.0
0.334, -1.729974396E-03, -2.9810726, -2.557341214E-05, 0.272879927,6.680000000000001,0.0,45000.0,0.0
0.336, -1.646699992E-03, -0.262681473, -3.348724525E-05, 0.542367669,6.720000000000001,0.0,45000.0,0.0
0.338, -1.56068517E-03, 1.63298418, -3.900292283E-05, 0.656712642,6.760000000000001,0.0,45000.0,0.0
0.34, -1.469528379E-03, 0.937972298, -4.198427371E-05, 0.610452188,6.800000000000001,0.0,45000.0,0.0
0.342, -1.37746328E-03, -0.483773038, -4.270264312E-05, 0.521038165,6.840000000000001,0.0,45000.0,0.0
0.344, -1.293691013E-03, -3.66264364, -4.137892849E-05, 0.500002536,6.879999999999999,0.0,45000.0,0.0
0.346, -1.219283761E-03, -1.02000691, -3.794538413E-05, 0.554911741,6.92,0.0,45000.0,0.0
0.348, -1.143459058E-03, 1.7288699, -3.223425627E-05, 0.58388123,6.959999999999999,0.0,45000.0,0.0
0.35, -1.062975045E-03, 0.600746249, -2.442390492E-05, 0.46573296,7.0,0.0,45000.0,0.0
0.352, -9.823147455E-04, -0.512565481, -1.529239146E-05, 0.194849478,7.039999999999999,0.0,45000.0,0.0
0.354, -9.071157915E-04, -2.21812941, -5.920778983E-06, -7.480135536E-02,7.08,0.0,45000.0,0.0
0.356, -8.393991487E-04, -1.52306378, 2.958473756E-06, -0.171381437,7.119999999999999,0.0,45000.0,0.0
0.358, -7.74118637E-04, 0.305007054, 1.128063839E-05, -0.10716373,7.16,0.0,45000.0,0.0
0.36, -7.05718452E-04, 1.25484266, 1.921933635E-05, -8.456748362E-02,7.199999999999999,0.0,45000.0,0.0
0.362, -6.341027751E-04, 0.352936285, 2.647981767E-05, -0.254538153,7.24,0.0,45000.0,0.0
0.364, -5.642907208E-04, -1.25476244, 3.220518825E-05, -0.513017659,7.279999999999999,0.0,45000.0,0.0
0.366, -5.027631072E-04, -2.88744274, 3.567884835E-05, -0.61284107,7.32,0.0,45000.0,0.0
0.368, -4.496156933E-04, -1.30275159, 3.700006184E-05, -0.463384983,7.359999999999999,0.0,45000.0,0.0
0.37, -3.983429885E-04, 0.365487575, 3.691776707E-05, -0.23836833,7.4,0.0,45000.0,0.0
0.372, -3.463737899E-04, -1.727867383E-02, 3.602688202E-05, -0.165923829,7.4399999999999995,0.0,45000.0,0.0
0.374, -2.944052709E-04, 1.696579096E-02, 3.425408412E-05, -0.275031024,7.48,0.0,45000.0,0.0
0.376, -2.466050519E-04, -2.10108888, 3.114403673E-05, -0.393595027,7.52,0.0,45000.0,0.0
0.378, -2.075038639E-04, -2.24850178, 2.653201325E-05, -0.357395564,7.5600000000000005,0.0,45000.0,0.0
0.38, -1.747142015E-04, -0.907224207, 2.086607816E-05, -0.169561503,7.6,0.0,45000.0,0.0
0.382, -1.427459624E-04, 0.496474935, 1.491243267E-05, 2.570735625E-02,7.640000000000001,0.0,45000.0,0.0
0.384, -1.063046071E-04, 1.74012398, 9.177717727E-06, 8.376028438E-02,7.68,0.0,45000.0,0.0
0.386, -6.61161087E-05, 0.133478143, 3.587294544E-06, -1.161292694E-02,7.720000000000001,0.0,45000.0,0.0
0.388, -3.08769442E-05, -2.60814695, -2.272929896E-06, -0.123288747,7.76,0.0,45000.0,0.0
0.39, -5.437359026E-06, -2.29171659, -8.541638339E-06, -8.095604101E-02,7.800000000000001,0.0,45000.0,0.0
0.392, 1.609834065E-05, 0.339788963, -1.470887382E-05, 0.131691039,7.84,0.0,45000.0,0.0
0.394, 4.12857348E-05, 1.48608022, -1.995992434E-05, 0.32640334,7.880000000000001,0.0,45000.0,0.0
0.396, 7.104408234E-05, 0.79942034, -2.393992492E-05, 0.309125014,7.92,0.0,45000.0,0.0
0.398, 9.82155903E-05, -2.09280892, -2.705000868E-05, 0.125834186,7.960000000000001,0.0,45000.0,0.0
0.4, 1.15596017E-04, -2.80281632, -2.985156313E-05, 2.842756987E-02,8.0,0.0,45000.0,45000.0
0.402, 1.257170803E-04, -0.826848923, -3.226228E-05, 0.166988225,8.040000000000001,0.040000000000000924,45000.0,45000.0
0.404, 1.345183323E-04, 0.166951481, -3.354875342E-05, 0.39513422,8.08,0.08000000000000007,45000.0,45000.0
0.406, 1.453500932E-04, 0.848302662, -3.314913717E-05, 0.447914248,8.120000000000001,0.120000000000001,45000.0,45000.0
0.408, 1.584651812E-04, 0.293391771, -3.132433903E-05, 0.264678974,8.16,0.16000000000000014,45000.0,45000.0
0.41, 1.695122365E-04, -1.32741199, -2.887260671E-05, 4.878669071E-02,8.2,0.1999999999999993,45000.0,45000.0
0.412, 1.750436016E-04, -1.4304669, -2.629348627E-05, 1.490426441E-02,8.24,0.2400000000000002,45000.0,45000.0
0.414, 1.763338946E-04, -0.690056884, -2.337093698E-05, 0.156808852,8.28,0.27999999999999936,45000.0,45000.0
0.416, 1.778479251E-04, 0.801895039, -1.95625386E-05, 0.286117286,8.32,0.3200000000000003,45000.0,45000.0
0.418, 1.856415425E-04, 2.33792725, -1.46939195E-05, 0.243995761,8.36,0.35999999999999943,45000.0,45000.0
0.42, 1.988556943E-04, 0.372398338, -9.245631012E-06, 4.58401595E-02,8.4,0.40000000000000036,45000.0,45000.0
0.422, 2.073666013E-04, -2.72404996, -3.997043846E-06, -0.14569219,8.44,0.4399999999999995,45000.0,45000.0
0.424, 2.037268178E-04, -3.35132776, 6.257533014E-07, -0.167205684,8.48,0.4800000000000004,45000.0,45000.0
