TIME,N1_UZ,N1_AZ,N2_UZ,N2_AZ,N3_UZ,N3_AZ,N4_UZ,N4_AZ,N5_UZ,N5_AZ,N6_UZ,N6_AZ,N7_UZ,N7_AZ,front_wheel_pos,rear_wheel_pos,front_axle_wt,rear_axle_wt
1.E-03,-1.991969109E-11,-3.983839609E-05,3.520378702E-13,7.040583132E-07,5.491007165E-14,1.09817425E-07,8.290507042E-15,1.658060367E-08,7.085606997E-16,1.417086323E-09,1.024290468E-16,2.048530231E-10,8.854479352E-18,1.770852037E-11,0.015,0.0,40000.0,0.0
2.E-03,-1.031054236E-10,-8.66944797E-05,3.71256797E-12,5.312846577E-06,6.757708575E-13,1.022066806E-06,1.305788669E-13,2.114110921E-07,1.307665372E-14,2.190154073E-08,2.250467076E-15,3.886283859E-09,2.1937553E-16,3.856163836E-10,0.03,0.0,40000.0,0.0
3.E-03,-5.174307673E-11,3.557793037E-04,1.773092126E-11,1.600272727E-05,3.755342983E-12,3.89532419E-06,9.233137381E-13,1.129467959E-06,1.103184774E-13,1.478437391E-07,2.268283034E-14,3.268182445E-08,2.525445104E-15,3.805413196E-09,0.045,0.0,40000.0,0.0
4.E-03,1.22075656E-09,2.0864745E-03,5.350495593E-11,2.750868638E-05,1.267549432E-11,7.785840113E-06,3.861578745E-12,3.161578432E-06,5.629481206E-13,5.629268812E-07,1.382937774E-13,1.576734934E-07,1.788078154E-14,2.22928137E-08,0.06,0.0,40000.0,0.0
5.E-03,7.258838524E-09,7.444620731E-03,1.284124692E-10,5.075793017E-05,3.00613365E-11,9.145598445E-06,1.065021166E-11,4.539187186E-06,1.94233272E-12,1.290580214E-06,5.658734942E-13,4.662613149E-07,8.68478937E-14,8.492994568E-08,0.075,0.0,40000.0,0.0
6.E-03,2.911777481E-08,2.419687394E-02,2.98970053E-10,1.405408979E-04,5.633720782E-11,8.6344504E-06,2.07902073E-11,2.163601953E-06,4.826637906E-12,1.719271122E-06,1.62998592E-12,8.068059896E-07,3.056227348E-13,2.146846273E-07,0.09,0.0,40000.0,0.0
7.E-03,8.893127201E-08,5.17121912E-02,7.065809318E-10,3.335644237E-04,9.258267521E-11,1.130467224E-05,3.156502131E-11,-8.94010746E-07,9.115113169E-12,1.089085279E-06,3.383236925E-12,5.714835743E-07,8.031601094E-13,3.428413466E-07,0.105,0.0,40000.0,0.0
8.E-03,1.957378375E-07,4.227491571E-02,1.556017828E-09,5.500882722E-04,1.426043291E-10,1.624771269E-05,4.38315883E-11,3.877367533E-06,1.406339951E-11,2.305266155E-07,5.179428707E-12,-4.855938414E-07,1.607803693E-12,2.713751238E-07,0.12,0.0,40000.0,0.0
9.E-03,2.938063736E-07,-5.974963397E-02,2.901218526E-09,4.414467325E-04,2.099684723E-10,1.843732242E-05,6.381335024E-11,1.155309669E-05,1.970328886E-11,1.152645385E-06,6.343428997E-12,-7.788160679E-07,2.513022915E-12,-7.022113306E-08,0.13499999999999998,0.0,40000.0,0.0
1.E-02,2.832789465E-07,-0.157443714,4.017651308E-09,-8.989593303E-04,2.904737535E-10,7.845214499E-06,9.296005917E-11,6.77703267E-06,2.753074785E-11,3.222498801E-06,7.864078253E-12,1.492076927E-06,3.256455444E-12,-2.533588355E-07,0.15,0.0,40000.0,0.0
1.1E-02,1.607834892E-07,-6.649562317E-02,2.446299295E-09,-4.476577657E-03,3.591108129E-10,-3.15812002E-05,1.245827591E-10,-1.825186689E-06,3.847471161E-11,3.010562423E-06,1.190780596E-11,3.554121478E-06,4.00274416E-12,2.590604459E-07,0.16499999999999998,0.0,40000.0,0.0
1.2E-02,4.964060598E-08,8.920238006E-02,-6.167412072E-09,-9.608134543E-03,3.643674823E-10,-9.517943033E-05,1.56759058E-10,2.932187318E-06,5.096362163E-11,7.934675329E-08,1.795415646E-11,4.512112673E-07,5.366353639E-12,9.755865783E-07,0.18,0.0,40000.0,0.0
1.3E-02,-2.06819832E-08,-7.557119783E-03,-2.624811908E-08,-1.332589811E-02,2.285856357E-10,-1.868970521E-04,1.932589196E-10,5.715180297E-06,6.282405497E-11,-1.33635396E-06,2.220744883E-11,-4.03737865E-06,7.510647258E-12,5.858036948E-07,0.19499999999999998,0.0,40000.0,0.0
1.4E-02,-2.002317505E-07,-0.210899178,-5.972876567E-08,-1.347402888E-02,-1.586790331E-10,-3.160682039E-04,2.335218367E-10,1.810858775E-06,7.5171002E-11,2.309308849E-06,2.40062062E-11,-8.718307007E-07,9.55452456E-12,-7.866335629E-07,0.21,0.0,40000.0,0.0
1.5E-02,-5.6524926E-07,-0.160040695,-1.056155989E-07,-1.133835416E-02,-8.640043591E-10,-3.200565897E-04,2.801573917E-10,1.093416523E-05,9.230991916E-11,7.274669801E-06,2.801268044E-11,5.287326932E-06,1.071665988E-11,-9.768823669E-07,0.22499999999999998,0.0,40000.0,0.0
