TIME, N1_UZ, N1_AZ, N7_UZ, N7_AZ,front_wheel_pos,rear_wheel_pos,front_axle_wt,rear_axle_wt
6.4E-02, 9.723460634E-04, -9.51069653, 1.675775173E-09, -1.847286032E-05,2.56,0.0,40000.0,0.0
6.5E-02, 9.638908586E-04, -7.43262552, 1.796015889E-09, -2.541900759E-05,2.6,0.0,40000.0,0.0
6.6E-02, 9.484046555E-04, -6.62931719, 1.886743011E-09, -3.360807221E-05,2.64,0.0,40000.0,0.0
6.7E-02, 9.249048611E-04, -9.39782979, 1.942139846E-09, -3.705272689E-05,2.68,0.0,40000.0,0.0
6.8E-02, 8.909562401E-04, -11.499875, 1.97063985E-09, -1.674130159E-05,2.72,0.0,40000.0,0.0
6.9E-02, 8.464350239E-04, -9.64536287, 2.001400174E-09, 2.126186511E-05,2.7600000000000002,0.0,40000.0,0.0
7.E-02, 7.935230872E-04, -7.13604782, 2.068107358E-09, 5.063214201E-05,2.8000000000000003,0.0,40000.0,0.0
7.1E-02, 7.329571028E-04, -8.17198953, 2.187619086E-09, 5.497728419E-05,2.84,0.0,40000.0,0.0
7.2E-02, 6.629884424E-04, -10.6333841, 2.356880838E-09, 4.452279854E-05,2.88,0.0,40000.0,0.0
7.3E-02, 5.827148214E-04, -9.97659303, 2.562916045E-09, 2.902420273E-05,2.92,0.0,40000.0,0.0
7.4E-02, 4.937806416E-04, -7.34451868, 2.780987118E-09, -4.952101968E-06,2.96,0.0,40000.0,0.0
7.5E-02, 3.976047473E-04, -7.13885593, 2.970697197E-09, -5.176993167E-05,3.0,0.0,40000.0,0.0
7.6E-02, 2.935040859E-04, -8.71068761, 3.099470667E-09, -7.01039469E-05,3.04,0.0,40000.0,0.0
7.7E-02, 1.810206776E-04, -8.05485233, 3.172082557E-09, -4.221970755E-05,3.08,0.0,40000.0,0.0
7.8E-02, 6.166293798E-05, -5.69380716, 3.221109316E-09, -4.950302704E-06,3.12,0.0,40000.0,0.0
7.9E-02, -6.351058651E-05, -5.93770115, 3.262475427E-09, -1.03701838E-05,3.16,0.0,40000.0,0.0
8.E-02, -1.959414642E-04, -8.57700629, 3.273420344E-09, -5.047213904E-05,3.2,0.0,40000.0,0.0
8.1E-02, -3.369457684E-04, -8.56991118, 3.251151436E-09, -1.595742318E-05,3.24,0.0,40000.0,0.0
8.2E-02, -4.847800717E-04, -5.09010961, 3.316404945E-09, 1.909998635E-04,3.2800000000000002,0.0,40000.0,0.0
8.3E-02, -6.369477708E-04, -3.57661125, 3.693869248E-09, 4.334231941E-04,3.3200000000000003,0.0,40000.0,0.0
8.4E-02, -7.939162821E-04, -6.02498459, 4.43982516E-09, 3.035677986E-04,3.3600000000000003,0.0,40000.0,0.0
8.5E-02, -9.576715817E-04, -7.54864283, 5.117258088E-09, -4.406061826E-04,3.4000000000000004,0.0,40000.0,0.0
8.6E-02, -1.127712373E-03, -5.02239151, 4.959327108E-09, -1.230127944E-03,3.4399999999999995,0.0,40000.0,0.0
8.7E-02, -1.301380148E-03, -2.23153157, 3.755407846E-09, -8.618710915E-04,3.4799999999999995,0.0,40000.0,0.0
8.8E-02, -1.47767415E-03, -3.02087661, 2.626665566E-09, 1.012209808E-03,3.5199999999999996,0.0,40000.0,0.0
8.9E-02, -1.657854902E-03, -4.75264705, 3.347058719E-09, 2.68608096E-03,3.5599999999999996,0.0,40000.0,0.0
9.E-02, -1.842056937E-03, -3.28997497, 6.266814601E-09, 1.712690517E-03,3.5999999999999996,0.0,40000.0,0.0
9.1E-02, -2.028365006E-03, -0.922058222, 9.063618251E-09, -1.958573311E-03,3.6399999999999997,0.0,40000.0,0.0
9.2E-02, -2.215875862E-03, -1.48347818, 8.432444884E-09, -4.897420095E-03,3.6799999999999997,0.0,40000.0,0.0
9.3E-02, -2.405532624E-03, -2.80835324, 3.645547385E-09, -3.414099036E-03,3.7199999999999998,0.0,40000.0,0.0
9.4E-02, -2.597209811E-03, -1.23254834, -1.778555527E-09, 2.139656921E-03,3.76,0.0,40000.0,0.0
9.5E-02, -2.788706742E-03, 1.59308011, -2.581997872E-09, 7.101709527E-03,3.8,0.0,40000.0,0.0
9.6E-02, -2.978704846E-03, 1.40462926, 3.497079549E-09, 6.663419259E-03,3.84,0.0,40000.0,0.0
9.7E-02, -3.168811725E-03, -1.62216238, 1.301025894E-08, 2.048462192E-04,3.88,0.0,40000.0,0.0
9.8E-02, -3.360731792E-03, -2.0042962, 1.877045938E-08, -7.71082837E-03,3.92,0.0,40000.0,0.0
9.9E-02, -3.55277952E-03, 1.7489525, 1.554431134E-08, -1.026197763E-02,3.96,0.0,40000.0,0.0
0.1, -3.741872529E-03, 4.16053889, 5.174141549E-09, -4.02617648E-03,4.0,0.0,40000.0,0.0
0.101, -3.927500436E-03, 2.76970589, -4.008314486E-09, 6.401608666E-03,4.04,0.0,40000.0,0.0
0.102, -4.110998117E-03, 1.49070534, -4.550475891E-09, 1.087912329E-02,4.08,0.0,40000.0,0.0
0.103, -4.292217853E-03, 3.06515509, 2.351072868E-09, 4.008438066E-03,4.12,0.0,40000.0,0.0
0.104, -4.469206108E-03, 5.39781542, 7.624859584E-09, -7.263991435E-03,4.16,0.0,40000.0,0.0
0.105, -4.640977931E-03, 5.03510762, 4.339833452E-09, -9.853820474E-03,4.2,0.0,40000.0,0.0
0.106, -4.808244514E-03, 3.97533144, -3.540230494E-09, 6.636029363E-04,4.24,0.0,40000.0,0.0
0.107, -4.970139017E-03, 6.76877197, -3.979007071E-09, 1.42190357E-02,4.28,0.0,40000.0,0.0
0.108, -5.123340152E-03, 10.6179955, 1.092449235E-08, 1.646573357E-02,4.32,0.0,40000.0,0.0
0.109, -5.266200145E-03, 10.0643674, 3.554247807E-08, 2.963415884E-03,4.36,0.0,40000.0,0.0
0.11, -5.400567784E-03, 6.92032526, 5.309621892E-08, -1.709191678E-02,4.4,0.0,40000.0,0.0
0.111, -5.528064456E-03, 6.82154717, 4.779276573E-08, -2.862267138E-02,4.44,0.0,40000.0,0.0
0.112, -5.646740446E-03, 10.8197776, 1.716734575E-08, -2.202151487E-02,4.48,0.0,40000.0,0.0
0.113, -5.753013912E-03, 13.9853303, -2.49417572E-08, -9.45961688E-04,4.5200000000000005,0.0,40000.0,0.0
0.114, -5.846198423E-03, 12.1926431, -5.786635178E-08, 1.9315107E-02,4.5600000000000005,0.0,40000.0,0.0
0.115, -5.928293985E-03, 9.98520279, -6.872807617E-08, 2.481087284E-02,4.6000000000000005,0.0,40000.0,0.0
0.116, -5.999780457E-03, 11.2329433, -5.884210756E-08, 1.668461563E-02,4.640000000000001,0.0,40000.0,0.0
0.117, -6.05926384E-03, 12.7732592, -3.606394825E-08, 9.099651928E-03,4.680000000000001,0.0,40000.0,0.0
0.118, -6.105702915E-03, 13.3153576, -3.015283553E-09, 1.144122472E-02,4.72,0.0,40000.0,0.0
0.119, -6.138495363E-03, 13.9778935, 4.391743933E-08, 1.632696014E-02,4.76,0.0,40000.0,0.0
0.12, -6.156886459E-03, 14.824808, 1.03444063E-07, 8.861080043E-03,4.8,0.0,40000.0,0.0
0.121, -6.159939055E-03, 15.8521907, 1.599015033E-07, -1.499927494E-02,4.84,0.0,40000.0,0.0
0.122, -6.148077052E-03, 13.9770818, 1.872436895E-07, -4.32312934E-02,4.88,0.0,40000.0,0.0
0.123, -6.123926419E-03, 10.600141, 1.635596528E-07, -5.882140635E-02,4.92,0.0,40000.0,0.0
0.124, -6.088464559E-03, 12.0222289, 8.418891253E-08, -5.2552293E-02,4.96,0.0,40000.0,0.0
0.125, -6.038806606E-03, 16.3699692, -3.517487255E-08, -2.743397669E-02,5.0,0.0,40000.0,0.0
0.126, -5.971998094E-03, 17.931207, -1.659621817E-07, 4.586934211E-03,5.04,0.0,40000.0,0.0
0.127, -5.888612975E-03, 15.2220534, -2.788121562E-07, 3.128786106E-02,5.08,0.0,40000.0,0.0
0.128, -5.794227527E-03, 6.77870116, -3.510992069E-07, 4.98380648E-02,5.12,0.0,40000.0,0.0
0.129, -5.694617976E-03, 3.66927916, -3.649609541E-07, 6.701249974E-02,5.16,0.0,40000.0,0.0
0.13, -5.588294159E-03, 9.75924527, -3.02403084E-07, 8.582673585E-02,5.2,0.0,40000.0,0.0
0.131, -5.470432985E-03, 13.315541, -1.499403858E-07, 9.398318307E-02,5.24,0.0,40000.0,0.0
0.132, -5.340451429E-03, 10.9252994, 8.569510759E-08, 7.236288687E-02,5.28,0.0,40000.0,0.0
0.133, -5.202035272E-03, 5.94388918, 3.656368846E-07, 1.625006412E-02,5.32,0.0,40000.0,0.0
0.134, -5.059437343E-03, 2.41963277, 6.253627612E-07, -5.668182488E-02,5.36,0.0,40000.0,0.0
0.135, -4.914251453E-03, 2.7562162, 7.965845892E-07, -0.120326541,5.4,0.0,40000.0,0.0
0.136, -4.766504638E-03, 2.36572229, 8.28871533E-07, -0.157543617,5.44,0.0,40000.0,0.0
0.137, -4.616804869E-03, 1.54010906, 7.003318477E-07, -0.164110017,5.48,0.0,40000.0,0.0
0.138, -4.463149244E-03, 6.37153972, 4.180869775E-07, -0.143300661,5.5200000000000005,0.0,40000.0,0.0
0.139, -4.302739496E-03, 7.13686958, 1.372108645E-08, -0.100941611,5.5600000000000005,0.0,40000.0,0.0
0.14, -4.139195774E-03, -0.8688656, -4.618431646E-07, -4.145530689E-02,5.6000000000000005,0.0,40000.0,0.0
0.141, -3.979475491E-03, -6.77811952, -9.408816902E-07, 3.450654416E-02,5.64,0.0,40000.0,0.0
0.142, -3.825270813E-03, -4.25319491, -1.340547079E-06, 0.124239597,5.68,0.0,40000.0,0.0
0.143, -3.670529616E-03, 5.32616149, -1.572106081E-06, 0.211973356,5.72,0.0,40000.0,0.0
0.144, -3.51002921E-03, 6.19254181, -1.56284215E-06, 0.269673076,5.76,0.0,40000.0,0.0
0.145, -3.348065384E-03, -3.26572536, -1.281096059E-06, 0.275291978,5.8,0.0,40000.0,0.0
0.146, -3.192211536E-03, -8.9543003, -7.474697208E-07, 0.228469097,5.84,0.0,40000.0,0.0
0.147, -3.043046244E-03, -4.42299808, -2.704446205E-08, 0.145129079,5.88,0.0,40000.0,0.0
0.148, -2.894964365E-03, 2.25630244, 7.866291649E-07, 4.136783542E-02,5.92,0.0,40000.0,0.0
0.149, -2.74477296E-03, 1.96279598, 1.585087275E-06, -7.179880964E-02,5.96,0.0,40000.0,0.0
0.15, -2.594865182E-03, -2.52999382, 2.256306033E-06, -0.18268001,6.0,0.0,40000.0,0.0
0.151, -2.447466504E-03, -2.48837412, 2.697541164E-06, -0.277287536,6.04,0.0,40000.0,0.0
0.152, -2.302052294E-03, -1.48041975, 2.828243691E-06, -0.343778081,6.08,0.0,40000.0,0.0
0.153, -2.159391043E-03, -4.02554801, 2.600567601E-06, -0.372979674,6.12,0.0,40000.0,0.0
0.154, -2.020416251E-03, -3.34740205, 2.008290309E-06, -0.356223359,6.16,0.0,40000.0,0.0
0.155, -1.882955371E-03, 0.319533116, 1.092839382E-06, -0.290124515,6.2,0.0,40000.0,0.0
0.156, -1.743206131E-03, 4.2572257, -5.951223497E-08, -0.183677272,6.24,0.0,40000.0,0.0
0.157, -1.60138635E-03, -0.115974535, -1.330559973E-06, -5.371515478E-02,6.28,0.0,40000.0,0.0
0.158, -1.464866273E-03, -10.4834512, -2.584859676E-06, 8.721113595E-02,6.32,0.0,40000.0,0.0
0.159, -1.337847599E-03, -8.51964393, -3.679707142E-06, 0.231693337,6.36,0.0,40000.0,0.0
0.16, -1.214332309E-03, 1.5129607, -4.475547298E-06, 0.36632153,6.4,0.0,40000.0,0.0
0.161, -1.089152869E-03, 1.81549686, -4.853623079E-06, 0.469207764,6.44,0.0,40000.0,0.0
0.162, -9.649885535E-04, -3.84575308, -4.735657441E-06, 0.52287576,6.48,0.0,40000.0,0.0
0.163, -8.471269878E-04, -8.75975741, -4.094635952E-06, 0.52323659,6.5200000000000005,0.0,40000.0,0.0
0.164, -7.375760741E-04, -7.86168025, -2.955661426E-06, 0.472670105,6.5600000000000005,0.0,40000.0,0.0
0.165, -6.333586961E-04, -2.80536296, -1.394411351E-06, 0.371881627,6.6000000000000005,0.0,40000.0,0.0
0.166, -5.326058927E-04, -4.12365589, 4.648180116E-07, 0.22407749,6.640000000000001,0.0,40000.0,0.0
0.167, -4.369417833E-04, -6.05384482, 2.4566981E-06, 4.122429724E-02,6.680000000000001,0.0,40000.0,0.0
0.168, -3.456250622E-04, -2.64095369, 4.389496041E-06, -0.15938848,6.720000000000001,0.0,40000.0,0.0
0.169, -2.577766181E-04, -4.29545322, 6.062828359E-06, -0.359542888,6.760000000000001,0.0,40000.0,0.0
0.17, -1.761451137E-04, -8.13851623, 7.288215554E-06, -0.536347815,6.800000000000001,0.0,40000.0,0.0
0.171, -1.018564488E-04, -6.54720914, 7.914432631E-06, -0.66199324,6.840000000000001,0.0,40000.0,0.0
0.172, -3.325742325E-05, -4.83202711, 7.851111022E-06, -0.717085078,6.879999999999999,0.0,40000.0,0.0
0.173, 3.039556738E-05, -5.06003622, 7.078422092E-06, -0.701650382,6.92,0.0,40000.0,0.0
0.174, 8.832772691E-05, -6.38160527, 5.641748575E-06, -0.626319472,6.959999999999999,0.0,40000.0,0.0
0.175, 1.390929137E-04, -7.95235439, 3.643233746E-06, -0.497363814,7.0,0.0,40000.0,0.0
0.176, 1.827411563E-04, -6.28160023, 1.236309399E-06, -0.319455787,7.039999999999999,0.0,40000.0,0.0
0.177, 2.210997081E-04, -4.29772428, -1.385043182E-06, -0.109400924,7.08,0.0,40000.0,0.0
0.178, 2.542828577E-04, -6.05304349, -4.008817809E-06, 0.104556972,7.119999999999999,0.0,40000.0,0.0
0.179, 2.805344048E-04, -7.81019737, -6.431246166E-06, 0.298135934,7.16,0.0,40000.0,0.0
0.18, 2.993418628E-04, -7.07800739, -8.47553253E-06, 0.458148525,7.199999999999999,0.0,40000.0,0.0
0.181, 3.117492034E-04, -5.72221669, -1.000256218E-05, 0.576365472,7.24,0.0,40000.0,0.0
0.182, 3.194781542E-04, -3.63459155, -1.091760575E-05, 0.647607298,7.279999999999999,0.0,40000.0,0.0
0.183, 3.244849621E-04, -1.80965972, -1.117112843E-05, 0.675434948,7.32,0.0,40000.0,0.0
0.184, 3.272657149E-04, -2.64241847, -1.07523078E-05, 0.669252052,7.359999999999999,0.0,40000.0,0.0
0.185, 3.265036615E-04, -4.4432013, -9.682577818E-06, 0.632567054,7.4,0.0,40000.0,0.0
0.186, 3.209002608E-04, -5.23951109, -8.015027389E-06, 0.56307426,7.4399999999999995,0.0,40000.0,0.0
0.187, 3.104275037E-04, -4.49922212, -5.832567876E-06, 0.466744154,7.48,0.0,40000.0,0.0
0.188, 2.970645904E-04, -1.28113159, -3.236443734E-06, 0.360585105,7.52,0.0,40000.0,0.0
0.189, 2.83946535E-04, 1.77089179, -3.324369357E-07, 0.255180191,7.5600000000000005,0.0,40000.0,0.0
0.19, 2.718039177E-04, 0.180056062, 2.770872815E-06, 0.143425889,7.6,0.0,40000.0,0.0
0.191, 2.577802439E-04, -3.94217667, 5.952589398E-06, 1.338805474E-02,7.640000000000001,0.0,40000.0,0.0
0.192, 2.391262722E-04, -5.31847984, 9.073227604E-06, -0.135544616,7.68,0.0,40000.0,0.0
0.193, 2.165875278E-04, -2.45111096, 1.197821939E-05, -0.295748133,7.720000000000001,0.0,40000.0,0.0
0.194, 1.936188162E-04, 1.59119208, 1.450472201E-05, -0.461230167,7.76,0.0,40000.0,0.0
0.195, 1.724277044E-04, 1.96408318, 1.648826132E-05, -0.624696526,7.800000000000001,0.0,40000.0,0.0
0.196, 1.517509763E-04, -0.935309011, 1.777355418E-05, -0.771796687,7.84,0.0,40000.0,0.0
0.197, 1.292834106E-04, -2.64640235, 1.822845304E-05, -0.888991755,7.880000000000001,0.0,40000.0,0.0
0.198, 1.043200586E-04, -2.34518458, 1.775276407E-05, -0.972184338,7.92,0.0,40000.0,0.0
0.199, 7.747639662E-05, -1.41543684, 1.628232122E-05, -1.01732394,7.960000000000001,0.0,40000.0,0.0
0.2, 5.011249503E-05, 0.374937739, 1.379920315E-05, -1.00802733,8.0,0.0,40000.0,40000.0
0.201, 2.413653508E-05, 2.40095917, 1.034916849E-05, -0.925806838,8.040000000000001,0.040000000000000924,40000.0,40000.0
0.202, 4.491483562E-07, 2.17622962, 6.050802731E-06, -0.770856184,8.08,0.08000000000000007,40000.0,40000.0
0.203, -2.266538936E-05, -1.03049929, 1.086452573E-06, -0.561113166,8.120000000000001,0.120000000000001,40000.0,40000.0
0.204, -4.826641684E-05, -3.94251922, -4.31472291E-06, -0.312537909,8.16,0.16000000000000014,40000.0,40000.0
0.205, -7.703237872E-05, -2.38742193, -9.888555699E-06, -3.277705921E-02,8.2,0.1999999999999993,40000.0,40000.0
0.206, -1.059089376E-04, 2.16622468, -1.534544886E-05, 0.266656185,8.24,0.2400000000000002,40000.0,40000.0
0.207, -1.318713915E-04, 3.66206403, -2.038584685E-05, 0.566334278,8.28,0.27999999999999936,40000.0,40000.0
0.208, -1.556944158E-04, 0.616830473, -2.471837979E-05, 0.849396109,8.32,0.3200000000000003,40000.0,40000.0
0.209, -1.803742383E-04, -2.33046382, -2.807462606E-05, 1.10317767,8.36,0.35999999999999943,40000.0,40000.0
0.21, -2.072078989E-04, -1.97725798, -3.022523199E-05, 1.3081038,8.4,0.40000000000000036,40000.0,40000.0
0.211, -2.347597923E-04, 0.540783652, -3.100179407E-05, 1.43998494,8.44,0.4399999999999995,40000.0,40000.0
0.212, -2.608202324E-04, 2.44214663, -3.031337863E-05, 1.48997109,8.48,0.4800000000000004,40000.0,40000.0
0.213, -2.843968077E-04, 2.52560474, -2.814513158E-05, 1.46969291,8.52,0.5199999999999996,40000.0,40000.0
0.214, -3.056385077E-04, 2.14413623, -2.454743244E-05, 1.389212,8.56,0.5600000000000005,40000.0,40000.0
0.215, -3.246687539E-04, 2.27876785, -1.963421579E-05, 1.24182398,8.6,0.5999999999999996,40000.0,40000.0
0.216, -3.411800153E-04, 2.7591965, -1.359029359E-05, 1.01958804,8.64,0.6400000000000006,40000.0,40000.0
0.217, -3.542985628E-04, 4.02621712, -6.670227305E-06, 0.73270082,8.68,0.6799999999999997,40000.0,40000.0
0.218, -3.626503631E-04, 5.50728607, 8.177745229E-07, 0.403170659,8.72,0.7200000000000006,40000.0,40000.0
0.219, -3.655880808E-04, 5.32091167, 8.532209936E-06, 4.969671876E-02,8.76,0.7599999999999998,40000.0,40000.0
0.22, -3.644694348E-04, 2.79184172, 1.611667963E-05, -0.309628221,8.8,0.8000000000000007,40000.0,40000.0
0.221, -3.620995488E-04, -0.289373504, 2.322136371E-05, -0.649943406,8.84,0.8399999999999999,40000.0,40000.0
0.222, -3.600270752E-04, -0.305515598, 2.952603584E-05, -0.950081091,8.88,0.8800000000000008,40000.0,40000.0
0.223, -3.567397533E-04, 2.73519959, 3.475352922E-05, -1.20427698,8.92,0.9199999999999999,40000.0,40000.0
0.224, -3.503614861E-04, 3.44676099, 3.867410591E-05, -1.40955705,8.96,0.9600000000000009,40000.0,40000.0
0.225, -3.422809568E-04, -4.220134633E-02, 4.111598398E-05, -1.54784119,9.0,1.0,40000.0,40000.0
0.226, -3.358840999E-04, -3.32518318, 4.198524464E-05, -1.59739484,9.040000000000001,1.040000000000001,40000.0,40000.0
0.227, -3.325886661E-04, -2.87771663, 4.127614574E-05, -1.55932527,9.08,1.08,40000.0,40000.0
0.228, -3.305454074E-04, 0.373349579, 3.905911432E-05, -1.45654042,9.120000000000001,1.120000000000001,40000.0,40000.0
0.229, -3.268309927E-04, 2.96899534, 3.545988628E-05, -1.30785333,9.16,1.1600000000000001,40000.0,40000.0
0.23, -3.196898761E-04, 3.88441776, 3.06470716E-05, -1.11932043,9.200000000000001,1.200000000000001,40000.0,40000.0
