TIME,N1_UZ,N1_AZ,N2_UZ,N2_AZ,N3_UZ,N3_AZ,N4_UZ,N4_AZ,N5_UZ,N5_AZ,N6_UZ,N6_AZ,N7_UZ,N7_AZ,front_wheel_pos,rear_wheel_pos,front_axle_wt,rear_axle_wt
1.6E-02,-3.254399681E-06,-0.169041479,-4.923193624E-07,-3.472332103E-02,-5.94014892E-09,1.304211405E-04,7.191767884E-10,4.335827876E-05,2.517764431E-10,3.519139771E-06,7.937073494E-11,-3.327073469E-07,2.633054725E-11,2.086847601E-06,0.64,0.0,44000.0,0.0
1.7E-02,-5.098455331E-06,0.117627884,-6.85494434E-07,2.531749293E-03,-7.237257781E-09,2.727142526E-03,8.452355451E-10,6.480048795E-08,2.876765506E-10,-1.545982291E-05,9.095802384E-11,-4.475819444E-06,3.18011947E-11,4.804278429E-06,0.68,0.0,44000.0,0.0
1.8E-02,-6.938764341E-06,-0.110130904,-8.338227236E-07,8.716128504E-02,-3.820152492E-09,6.701268086E-03,1.024485628E-09,1.063143144E-04,3.198049472E-10,7.915522257E-06,1.063651432E-10,1.211543635E-05,3.975527303E-11,1.626905996E-07,0.72,0.0,44000.0,0.0
1.9E-02,-9.029773134E-06,-0.391270968,-8.550182455E-07,0.167104885,8.96345935E-09,1.203172879E-02,1.402818894E-09,2.91853555E-04,3.764571983E-10,4.113280471E-05,1.289619357E-10,2.264607537E-06,4.470529781E-11,-6.170860979E-06,0.76,0.0,44000.0,0.0
2.E-02,-1.148906739E-05,-0.345305795,-7.004764188E-07,0.184370741,3.676729554E-08,1.800871981E-02,2.109017868E-09,3.638791974E-04,4.555347176E-10,3.718874305E-06,1.452564249E-10,-1.486971788E-05,4.635482277E-11,-4.303754814E-07,0.8,0.0,44000.0,0.0
2.1E-02,-1.423284988E-05,-0.223666832,-3.631516089E-07,0.181194821,8.474960139E-08,2.234826015E-02,3.252240262E-09,5.101644964E-04,5.291440832E-10,-1.465677283E-05,1.608663264E-10,1.349991004E-05,5.403925084E-11,1.250023586E-05,0.8400000000000001,0.0,44000.0,0.0
2.2E-02,-1.726071993E-05,-0.344506046,1.711862354E-07,0.212830783,1.539840395E-07,2.015612627E-02,4.944865713E-09,5.886463777E-04,6.218636907E-10,5.287668979E-05,1.937044681E-10,2.095770816E-05,7.098517899E-11,6.023191603E-06,0.8799999999999999,0.0,44000.0,0.0
2.3E-02,-2.052068425E-05,-0.11969324,9.093613808E-07,0.194845503,2.366499141E-07,6.706905904E-03,6.988059716E-09,1.124997897E-04,7.580912588E-10,3.414192226E-05,2.294619403E-10,-1.511908508E-05,8.460711756E-11,-1.26712872E-05,0.9199999999999999,0.0,44000.0,0.0
2.4E-02,-2.36369972E-05,0.406999049,1.765081143E-06,4.024546156E-02,3.145819343E-07,-1.617453733E-02,8.613371522E-09,-9.482585968E-04,8.80743063E-10,-6.129418913E-05,2.603700528E-10,5.419001483E-06,9.055796794E-11,-2.671485311E-06,0.96,0.0,44000.0,0.0
2.5E-02,-2.641527522E-05,0.26908425,2.586050831E-06,-0.109747421,3.628669822E-07,-4.311938264E-02,8.41821468E-09,-2.692667255E-03,9.504448992E-10,-4.460779771E-05,3.091160907E-10,3.025808022E-05,1.039009976E-10,1.745617745E-05,1.0,0.0,44000.0,0.0
2.6E-02,-2.923896307E-05,-0.359904951,3.316225139E-06,-7.184621609E-02,3.5265591E-07,-7.387278741E-02,4.254816758E-09,-5.243806153E-03,9.598672288E-10,-7.594801638E-05,3.61171603E-10,-2.36383892E-05,1.26587022E-10,1.230384852E-06,1.04,0.0,44000.0,0.0
2.7E-02,-3.251052286E-05,-0.535849123,4.022666334E-06,2.438136719E-02,2.528792888E-07,-0.105258364,-6.454201787E-09,-7.847442373E-03,8.003400481E-10,-2.619503118E-04,3.91321957E-10,-2.017407475E-05,1.44252215E-10,-1.127270122E-05,1.08,0.0,44000.0,0.0
2.8E-02,-3.606216E-05,-2.43125956E-02,4.70686601E-06,-6.886106454E-02,4.144704137E-08,-0.118053297,-2.577109748E-08,-9.368331594E-03,3.555753706E-10,-3.085288117E-04,4.338802892E-10,4.499060878E-05,1.610501206E-10,9.537942448E-06,1.12,0.0,44000.0,0.0
2.9E-02,-3.933611791E-05,0.579675649,5.238692107E-06,-0.235887543,-2.762663286E-07,-9.450944757E-02,-5.401406781E-08,-8.483857922E-03,-3.368659332E-10,-1.86824558E-04,5.046563815E-10,1.144678853E-05,1.856726332E-10,6.112051956E-06,1.1600000000000001,0.0,44000.0,0.0
3.E-02,-4.203370233E-05,0.573081944,5.563175832E-06,-0.178801327,-6.644696804E-07,-4.647063267E-02,-8.821415152E-08,-3.430432581E-03,-1.129287948E-09,-1.313803575E-05,5.656745921E-10,-3.096417246E-05,2.094837392E-10,-7.73537212E-06,1.2,0.0,44000.0,0.0
3.1E-02,-4.442339073E-05,4.271267468E-02,5.792766998E-06,-1.098248728E-02,-1.074244062E-06,3.328643264E-03,-1.20656629E-07,6.945575747E-03,-1.665553957E-09,5.254421634E-04,6.195559076E-10,1.668974145E-05,2.348455967E-10,1.083656938E-05,1.24,0.0,44000.0,0.0
3.2E-02,-4.696514512E-05,-0.346850675,5.970774969E-06,-9.217901688E-02,-1.452554924E-06,5.959816652E-02,-1.386011988E-07,2.205019052E-02,-1.149394233E-09,1.579404273E-03,7.058128218E-10,4.806248711E-05,2.655668255E-10,-1.167962342E-07,1.28,0.0,44000.0,0.0
3.3E-02,-4.976516952E-05,-0.169697497,5.939950994E-06,-0.325485899,-1.735943886E-06,0.130245504,-1.261492758E-07,3.874280381E-02,1.557691146E-09,2.802447782E-03,8.521123916E-10,7.202199671E-05,2.875652049E-10,-1.732975773E-05,1.32,0.0,44000.0,0.0
3.4E-02,-5.244155129E-05,0.416980625,5.607323627E-06,-0.278126828,-1.864318447E-06,0.179783947,-6.833684826E-08,5.197828232E-02,7.626316195E-09,3.920633424E-03,1.097152556E-09,1.254592733E-04,3.156377134E-10,2.94772693E-05,1.36,0.0,44000.0,0.0
3.5E-02,-5.453102126E-05,0.756851186,5.147688656E-06,2.411113822E-02,-1.817843142E-06,0.16991662,4.390208449E-08,5.687485908E-02,1.79431391E-08,4.575771926E-03,1.478080254E-09,1.463165228E-04,3.686310378E-10,2.036647847E-05,1.4000000000000001,0.0,44000.0,0.0
3.6E-02,-5.603889935E-05,0.406341602,4.762813468E-06,0.125413874,-1.621085888E-06,0.130647188,2.088131663E-07,4.846963985E-02,3.246009846E-08,3.824526337E-03,1.998648996E-09,1.329656982E-04,4.066672071E-10,-5.02813393E-05,1.44,0.0,44000.0,0.0
3.7E-02,-5.74954868E-05,-0.303760264,4.419380547E-06,-4.252801324E-02,-1.300632154E-06,0.116745232,4.091207931E-07,2.23236924E-02,4.926967085E-08,7.60732103E-04,2.594593384E-09,1.778798198E-05,4.199027028E-10,6.775216619E-07,1.48,0.0,44000.0,0.0
3.8E-02,-5.939471166E-05,-0.581525314,4.0105651E-06,-8.824136302E-02,-8.666937927E-07,0.11022437,6.10648511E-07,-1.988335006E-02,6.40944624E-08,-4.730265424E-03,3.063121047E-09,-2.726194352E-04,4.599464604E-10,5.294139136E-05,1.52,0.0,44000.0,0.0
3.9E-02,-6.154895179E-05,7.148227279E-02,3.597706746E-06,8.015448675E-02,-3.49538499E-07,5.621032942E-02,7.685163713E-07,-6.743638984E-02,7.042583855E-08,-1.22565428E-02,3.056882842E-09,-6.76911438E-04,4.985493938E-10,-5.582139575E-05,1.56,0.0,44000.0,0.0
4.E-02,-6.323574544E-05,0.863419509,3.289366565E-06,0.128885861,1.856615042E-07,-2.012117605E-02,8.393628206E-07,-0.106606615,6.028137903E-08,-2.069512808E-02,2.101738748E-09,-1.22089773E-03,4.628515056E-10,-9.278363614E-05,1.6,0.0,44000.0,0.0
4.1E-02,-6.420266062E-05,0.576355489,3.030897703E-06,-2.914202611E-02,6.873739915E-07,-4.685482296E-02,7.924700218E-07,-0.12887212,2.611499924E-08,-2.73487571E-02,-3.831028954E-10,-1.838498106E-03,3.753207301E-10,-1.088175908E-05,1.6400000000000001,0.0,44000.0,0.0
4.2E-02,-6.508799609E-05,-0.41319638,2.716997032E-06,-8.172537348E-02,1.14465689E-06,-4.200418854E-02,6.159248949E-07,-0.130432815,-3.611673558E-08,-2.878203844E-02,-4.862552448E-09,-2.150724548E-03,2.460986765E-10,-7.249761666E-05,1.6800000000000002,0.0,44000.0,0.0
4.3E-02,-6.661008473E-05,-0.860323087,2.414909607E-06,0.10534964,1.540565631E-06,-8.074320932E-02,3.210271515E-07,-0.106272782,-1.238838351E-07,-2.228880337E-02,-1.130440609E-08,-1.774093986E-03,9.668461898E-12,-1.419216296E-04,1.7199999999999998,0.0,44000.0,0.0
4.4E-02,-6.868241954E-05,-0.240182816,2.305279081E-06,0.279566657,1.824789963E-06,-0.142625935,-5.488976274E-08,-5.576585579E-02,-2.260330825E-07,-6.475612949E-03,-1.883001257E-08,-3.93426384E-04,-2.842944677E-10,2.685316986E-05,1.7599999999999998,0.0,44000.0,0.0
4.5E-02,-7.06104358E-05,0.528829533,2.448983714E-06,0.227106821,1.965403124E-06,-0.144597572,-4.558986092E-07,5.58201282E-03,-3.226183539E-07,1.760347852E-02,-2.543604317E-08,2.232561722E-03,-4.586011718E-10,2.124618343E-04,1.7999999999999998,0.0,44000.0,0.0
4.6E-02,-7.216135231E-05,0.225387094,2.734561478E-06,5.663926509E-02,1.98122117E-06,-0.104992545,-8.263205399E-07,5.559207832E-02,-3.875468051E-07,4.5710147E-02,-2.793826726E-08,5.975039751E-03,-3.61476618E-10,3.303998541E-04,1.8399999999999999,0.0,44000.0,0.0
4.7E-02,-7.387595958E-05,-0.552773653,3.045597137E-06,-5.725978383E-03,1.889952031E-06,-0.109180851,-1.124878362E-06,8.813631698E-02,-3.939965606E-07,7.124732262E-02,-2.237555233E-08,1.015483879E-02,2.223221346E-10,6.429445373E-04,1.88,0.0,44000.0,0.0
4.8E-02,-7.620298698E-05,-0.672077961,3.391426101E-06,7.531149371E-02,1.67487017E-06,-0.138444927,-1.324104697E-06,0.110526734,-3.216166451E-07,8.641219937E-02,-4.991820487E-09,1.348721552E-02,1.628640026E-09,1.002096513E-03,1.92,0.0,44000.0,0.0
4.9E-02,-7.894693055E-05,-0.161758831,3.84771008E-06,0.145599876,1.336768039E-06,-0.107596773,-1.407871621E-06,0.120392322,-1.637440817E-07,8.457334078E-02,2.627983671E-08,1.428867774E-02,4.057506263E-09,1.043005338E-03,1.96,0.0,44000.0,0.0
5.E-02,-8.1691895E-05,0.1597261,4.433092626E-06,0.112598499,9.256054393E-07,-3.852397155E-02,-1.376836626E-06,0.109211809,6.804046269E-08,6.325086397E-02,7.015402557E-08,1.091644719E-02,7.388857381E-09,7.619673342E-04,2.0,0.0,44000.0,0.0
5.1E-02,-8.438682932E-05,-5.966130777E-02,5.098958953E-06,4.836862065E-02,4.857535033E-07,-1.885366662E-02,-1.246096478E-06,9.019840427E-02,3.437543449E-07,2.460800241E-02,1.206256922E-07,2.27857822E-03,1.111817076E-08,3.396539818E-05,2.04,0.0,44000.0,0.0
5.2E-02,-8.723335911E-05,-0.24353496,5.805931248E-06,3.384251958E-02,1.885254241E-08,-3.524450549E-02,-1.025711609E-06,8.909068324E-02,6.191913973E-07,-2.516157361E-02,1.665649372E-07,-1.134336657E-02,1.414974528E-08,-1.429432961E-03,2.08,0.0,44000.0,0.0
5.3E-02,-9.027668376E-05,-0.150056402,6.548179279E-06,3.670930057E-02,-4.747701561E-07,-1.819967764E-02,-7.116520054E-07,9.825887871E-02,8.442601231E-07,-7.557515021E-02,1.929938022E-07,-2.767738007E-02,1.475349138E-08,-3.426220624E-03,2.12,0.0,44000.0,0.0
5.4E-02,-9.345979541E-05,-0.129514186,7.306857526E-06,-3.848133892E-03,-9.696875353E-07,1.56105953E-02,-3.091198766E-07,7.868679296E-02,9.747545575E-07,-0.113573671,1.842501364E-07,-4.266772775E-02,1.089997019E-08,-5.488315533E-03,2.16,0.0,44000.0,0.0
5.5E-02,-9.686715751E-05,-0.318984846,8.032575854E-06,-6.207198648E-02,-1.444874138E-06,2.385131752E-02,1.434941465E-07,2.147731846E-02,9.838122293E-07,-0.129300173,1.284535515E-07,-5.143821915E-02,7.63857952E-10,-7.076876747E-03,2.2,0.0,44000.0,0.0
5.6E-02,-1.005363045E-04,-0.204594256,8.685919436E-06,-8.267816146E-02,-1.884882623E-06,4.650420805E-02,5.896381311E-07,-3.441774473E-02,8.673622635E-07,-0.121715368,2.212279759E-08,-4.963027434E-02,-1.652653258E-08,-7.231705338E-03,2.24,0.0,44000.0,0.0
5.7E-02,-1.041794388E-04,0.256620081,9.260751623E-06,-7.434470053E-02,-2.247299547E-06,0.108678631,9.866855556E-07,-6.377568997E-02,6.412735613E-07,-9.756225481E-02,-1.262879048E-07,-3.452979918E-02,-3.992737239E-08,-4.989227581E-03,2.2800000000000002,0.0,44000.0,0.0
5.8E-02,-1.07511015E-04,0.366504381,9.766994009E-06,-6.283490968E-02,-2.487611557E-06,0.13553235,1.308167125E-06,-8.735585484E-02,3.339265862E-07,-6.495435336E-02,-2.951460567E-07,-6.365250176E-03,-6.579223108E-08,6.115400542E-05,2.3200000000000003,0.0,44000.0,0.0
5.9E-02,-1.107420073E-04,-0.16532872,1.021328722E-05,-5.70632815E-02,-2.614423589E-06,9.146823029E-02,1.528080832E-06,-0.115779912,-2.053737289E-08,-2.927962952E-02,-4.520053617E-07,3.036287939E-02,-8.775268673E-08,7.747621946E-03,2.36,0.0,44000.0,0.0
6.E-02,-1.143847551E-04,-0.658190965,1.058735979E-05,-8.737726812E-02,-2.66442311E-06,6.215581461E-02,1.632506679E-06,-0.115196486,-3.8652002E-07,6.24227183E-03,-5.600805672E-07,6.720538005E-02,-9.736597052E-08,1.694671385E-02,2.4,0.0,44000.0,0.0
6.1E-02,-1.18437592E-04,-0.162003208,1.08439317E-05,-0.14762405,-2.635358904E-06,9.597103617E-02,1.643496896E-06,-7.167517114E-02,-7.296861736E-07,3.939075597E-02,-5.874986573E-07,9.410903749E-02,-8.583492215E-08,2.534197813E-02,2.44,0.0,44000.0,0.0
6.2E-02,-1.222289636E-04,0.684940795,1.095458938E-05,-0.144205971,-2.49749532E-06,0.121628514,1.600096137E-06,-3.710616967E-02,-1.018579209E-06,6.915552468E-02,-5.163465592E-07,0.103031601,-4.661995883E-08,3.002591651E-02,2.48,0.0,44000.0,0.0
6.3E-02,-1.252929324E-04,0.76987697,1.096760551E-05,-5.107781916E-02,-2.250402289E-06,9.683084954E-02,1.509922246E-06,-5.643936163E-02,-1.225562738E-06,9.466354979E-02,-3.481265115E-07,9.110455691E-02,2.174720738E-08,2.827858499E-02,2.52,0.0,44000.0,0.0
6.4E-02,-1.280347357E-04,-0.125533657,1.094913492E-05,-1.189360356E-02,-1.917419296E-06,7.494854196E-02,1.344400538E-06,-9.425653354E-02,-1.328923852E-06,0.112581407,-1.03810796E-07,6.108697252E-02,1.13372937E-07,1.823865329E-02,2.56,0.0,44000.0,0.0
6.5E-02,-1.31255511E-04,-0.832427299,1.087116316E-05,-0.107107384,-1.509078841E-06,7.576634424E-02,1.085513447E-06,-9.247495525E-02,-1.317111005E-06,0.117766708,1.810063932E-07,1.991606116E-02,2.140502368E-07,-1.354159606E-04,2.6,0.0,44000.0,0.0
6.6E-02,-1.349897912E-04,-0.194599048,1.064964377E-05,-0.179989776,-1.037578447E-06,5.055421459E-02,7.499400537E-07,-6.089767832E-02,-1.192712671E-06,0.107404462,4.640577375E-07,-2.344778123E-02,3.025572342E-07,-2.42051428E-02,2.64,0.0,44000.0,0.0
6.7E-02,-1.384134686E-04,0.815811709,1.029472034E-05,-8.682052991E-02,-5.404431637E-07,7.15505458E-04,3.616510396E-07,-4.453315907E-02,-9.726101477E-07,8.400404678E-02,7.048897631E-07,-6.09909707E-02,3.545364883E-07,-4.885037467E-02,2.68,0.0,44000.0,0.0
6.8E-02,-1.409224411E-04,1.01361119,9.926867205E-06,6.096195069E-02,-5.227850908E-08,-1.865745942E-02,-6.624052603E-08,-3.467217865E-02,-6.829283878E-07,5.515443466E-02,8.715064262E-07,-8.743991651E-02,3.48264704E-07,-6.76518166E-02,2.72,0.0,44000.0,0.0
6.9E-02,-1.428901521E-04,6.892723162E-02,9.619057417E-06,5.912761804E-02,4.195541287E-07,-1.40064859E-02,-5.057941085E-07,1.134747988E-02,-3.51345458E-07,2.864783874E-02,9.443081563E-07,-0.10019013,2.708537085E-07,-7.462678642E-02,2.7600000000000002,0.0,44000.0,0.0
7.E-02,-1.452016E-04,-0.756419081,9.300660257E-06,-8.030176959E-02,8.648743473E-07,-3.9017705E-02,-9.002832206E-07,7.878158276E-02,-2.3064571E-09,6.264266434E-03,9.173666618E-07,-9.929648092E-02,1.229580136E-07,-6.634281295E-02,2.8000000000000003,0.0,44000.0,0.0
7.1E-02,-1.480784195E-04,-0.374336378,8.882354019E-06,-0.119519446,1.248336862E-06,-8.469782542E-02,-1.204677749E-06,0.101408575,3.426702869E-07,-1.438878678E-02,7.968911134E-07,-8.777173193E-02,-7.962175867E-08,-4.302551722E-02,2.84,0.0,44000.0,0.0
7.2E-02,-1.508588991E-04,0.567014403,8.42439164E-06,4.020523856E-02,1.541693855E-06,-9.551396084E-02,-1.426097224E-06,6.454203301E-02,6.644198793E-07,-3.206558373E-02,5.971618208E-07,-7.073579001E-02,-3.0775634E-07,-8.084216858E-03,2.88,0.0,44000.0,0.0
7.3E-02,-1.528558331E-04,1.00009113,8.078801843E-06,0.18454219,1.753542236E-06,-6.750349761E-02,-1.598313602E-06,3.386351723E-02,9.486884185E-07,-4.289662603E-02,3.360275302E-07,-5.207421325E-02,-5.236560207E-07,3.25539908E-02,2.92,0.0,44000.0,0.0
7.4E-02,-1.541856494E-04,0.334157517,7.888884132E-06,0.126804765,1.909288849E-06,-4.46996789E-02,-1.725172805E-06,5.685013662E-02,1.186204925E-06,-5.060741462E-02,3.329561793E-08,-3.112107972E-02,-6.876845795E-07,7.118832941E-02,2.96,0.0,44000.0,0.0
7.5E-02,-1.555824975E-04,-0.468230806,7.752174235E-06,-2.038964809E-02,2.018240374E-06,-4.889017936E-02,-1.776157191E-06,9.489980542E-02,1.365744329E-06,-6.534664155E-02,-2.872467776E-07,-4.499978535E-03,-7.662406845E-07,9.975675254E-02,3.0,0.0,44000.0,0.0
7.6E-02,-1.5752375E-04,-0.620584634,7.590289681E-06,-2.996257372E-02,2.065582475E-06,-7.432845517E-02,-1.732412181E-06,9.455963613E-02,1.46952052E-06,-8.61797793E-02,-5.958653789E-07,2.834750295E-02,-7.389665962E-07,0.11190387,3.04,0.0,44000.0,0.0
7.7E-02,-1.59723262E-04,0.104050628,7.468650525E-06,0.110452508,2.018486097E-06,-0.114548347,-1.604169932E-06,7.443469463E-02,1.481725209E-06,-9.696347895E-02,-8.589717385E-07,6.267700653E-02,-6.029778829E-07,0.105525608,3.08,0.0,44000.0,0.0
7.8E-02,-1.61484822E-04,0.771869408,7.489671734E-06,0.174870949,1.842361874E-06,-0.143507775,-1.398318227E-06,8.078370523E-02,1.400651683E-06,-8.959315094E-02,-1.045270324E-06,9.093866683E-02,-3.724123754E-07,8.362814198E-02,3.12,0.0,44000.0,0.0
7.9E-02,-1.625841651E-04,0.552570517,7.634339212E-06,7.242304387E-02,1.53729702E-06,-0.114374501,-1.105370448E-06,9.340879042E-02,1.236322907E-06,-7.691728348E-02,-1.133058868E-06,0.106081618,-7.404918471E-08,5.196730811E-02,3.16,0.0,44000.0,0.0
8.E-02,-1.634854254E-04,-0.156398855,7.814220252E-06,-1.998038732E-03,1.159834522E-06,-3.042114802E-02,-7.377373172E-07,5.596281177E-02,9.989335812E-07,-6.920375898E-02,-1.116250861E-06,0.103111733,2.582368885E-07,1.587848435E-02,3.2,0.0,44000.0,0.0
8.1E-02,-1.64833968E-04,-0.738174806,8.025821556E-06,6.543713288E-02,7.801778628E-07,2.603385908E-02,-3.491347979E-07,-1.402411014E-02,6.992856541E-07,-5.531365239E-02,-1.006863773E-06,8.204663324E-02,5.878199195E-07,-2.128456901E-02,3.24,0.0,44000.0,0.0
8.2E-02,-1.666716063E-04,-0.240034287,8.333795492E-06,0.127309674,4.105348519E-07,-6.005386009E-03,1.361214444E-08,-3.768811648E-02,3.587728936E-07,-2.641618089E-02,-8.305389312E-07,5.182890167E-02,8.777714891E-07,-5.797836511E-02,3.2800000000000002,0.0,44000.0,0.0
8.3E-02,-1.684880196E-04,0.282501004,8.735809954E-06,6.077304428E-02,3.525600554E-09,-6.872748806E-02,3.556145389E-07,-3.801352295E-03,5.621842634E-09,1.139796426E-03,-6.148939031E-07,2.681131494E-02,1.092188042E-06,-9.309169574E-02,3.3200000000000003,0.0,44000.0,0.0
8.4E-02,-1.700043288E-04,0.317702792,9.154663591E-06,-2.709579978E-02,-4.642968486E-07,-5.290046652E-02,7.012338142E-07,1.1035951E-02,-3.410561902E-07,1.180646536E-02,-3.784827392E-07,1.472078934E-02,1.198107927E-06,-0.123901721,3.3600000000000003,0.0,44000.0,0.0
8.5E-02,-1.713905251E-04,-5.746243957E-02,9.568509584E-06,1.707832646E-02,-9.349566912E-07,4.722512118E-02,1.038258134E-06,-2.822534275E-02,-6.722082203E-07,1.924539895E-02,-1.296028567E-07,1.021662423E-02,1.169870459E-06,-0.144413159,3.4000000000000004,0.0,44000.0,0.0
8.6E-02,-1.730559266E-04,-0.500960598,1.00502156E-05,0.118642439,-1.322139227E-06,0.119730723,1.329024499E-06,-6.42911548E-02,-9.735569748E-07,4.036095201E-02,1.263910456E-07,4.01148052E-03,9.962239987E-07,-0.146405112,3.4399999999999995,0.0,44000.0,0.0
8.7E-02,-1.751066289E-04,-0.269645365,1.063034497E-05,7.820708927E-02,-1.60222113E-06,9.447175616E-02,1.557720943E-06,-5.984911524E-02,-1.223520614E-06,6.240945146E-02,3.814199141E-07,-5.941519239E-03,6.873547613E-07,-0.124040766,3.4799999999999995,0.0,44000.0,0.0
8.8E-02,-1.773321784E-04,-8.004362891E-02,1.120487991E-05,-8.93955726E-02,-1.817769275E-06,3.459542729E-02,1.726600618E-06,-5.978389366E-02,-1.408602669E-06,6.735397045E-02,6.242818626E-07,-1.839228723E-02,2.771962263E-07,-7.853808415E-02,3.5199999999999996,0.0,44000.0,0.0
8.9E-02,-1.795489118E-04,9.76707032E-02,1.165202796E-05,-0.165380864,-2.004487841E-06,2.306285965E-02,1.819070019E-06,-9.303634787E-02,-1.526218519E-06,6.757830823E-02,8.39670688E-07,-3.655385057E-02,-1.814845504E-07,-1.85065089E-02,3.5599999999999996,0.0,44000.0,0.0
9.E-02,-1.816987325E-04,3.616567857E-02,1.198472719E-05,-6.351855485E-02,-2.157561767E-06,4.42264647E-02,1.810108483E-06,-0.109826236,-1.56904041E-06,8.200938815E-02,1.006682068E-06,-6.02010116E-02,-6.273511117E-07,4.413498252E-02,3.5999999999999996,0.0,44000.0,0.0
