TIME,N1_UZ,N1_AZ,N2_UZ,N2_AZ,N3_UZ,N3_AZ,N4_UZ,N4_AZ,N5_UZ,N5_AZ,N6_UZ,N6_AZ,N7_UZ,N7_AZ,front_wheel_pos,rear_wheel_pos,front_axle_wt,rear_axle_wt
2.8E-02,-4.097972728E-05,-2.762794955E-02,5.348711375E-06,-7.82512097E-02,4.709891065E-08,-0.134151474,-2.928533805E-08,-1.064583136E-02,4.040629211E-10,-3.506009224E-04,4.930457832E-10,5.11256918E-05,1.830115006E-10,1.083857096E-05,1.12,0.0,50000.0,0.0
2.9E-02,-4.470013399E-05,0.658722328,5.953059212E-06,-0.268054026,-3.139390098E-07,-0.1073971,-6.137962251E-08,-9.640747639E-03,-3.828021968E-10,-2.123006341E-04,5.734731608E-10,1.300771424E-05,2.109916287E-10,6.945513587E-06,1.1600000000000001,0.0,50000.0,0.0
3.E-02,-4.776557083E-05,0.651229482,6.321790718E-06,-0.203183326,-7.550791822E-07,-5.280753712E-02,-1.00243354E-07,-3.898218843E-03,-1.283281759E-09,-1.492958608E-05,6.428120364E-10,-3.518655962E-05,2.380497037E-10,-8.790195591E-06,1.2,0.0,50000.0,0.0
3.1E-02,-5.048112582E-05,4.853713032E-02,6.58268977E-06,-1.248009918E-02,-1.220731889E-06,3.782549164E-03,-1.371098057E-07,7.892699712E-03,-1.892674951E-09,5.970933675E-04,7.040408041E-10,1.896561528E-05,2.668699963E-10,1.231428338E-05,1.24,0.0,50000.0,0.0
3.2E-02,-5.336948309E-05,-0.394148494,6.784971555E-06,-0.104748883,-1.650630596E-06,6.772518922E-02,-1.575013623E-07,2.505703468E-02,-1.306129811E-09,1.794777583E-03,8.020600248E-10,5.461646263E-05,3.017804836E-10,-1.327229934E-07,1.28,0.0,50000.0,0.0
3.3E-02,-5.6551329E-05,-0.192838065,6.749944311E-06,-0.36987034,-1.972663507E-06,0.148006254,-1.433514498E-07,4.402591343E-02,1.770103575E-09,3.184599752E-03,9.683095359E-10,8.184317808E-05,3.26778642E-10,-1.969290651E-05,1.32,0.0,50000.0,0.0
3.4E-02,-5.959267192E-05,0.47384162,6.371958667E-06,-0.316053214,-2.11854369E-06,0.20429994,-7.765550939E-08,5.90662299E-02,8.666268404E-09,4.455265255E-03,1.246764268E-09,1.42567356E-04,3.586792197E-10,3.349689694E-05,1.36,0.0,50000.0,0.0
3.5E-02,-6.196706961E-05,0.860058166,5.8496462E-06,2.739902071E-02,-2.065730843E-06,0.193087068,4.988873238E-08,6.463052168E-02,2.03899308E-08,5.199740825E-03,1.679636653E-09,1.662687759E-04,4.188989065E-10,2.314372553E-05,1.4000000000000001,0.0,50000.0,0.0
3.6E-02,-6.368056744E-05,0.461751821,5.412288031E-06,0.142515765,-1.842143055E-06,0.148462713,2.37287689E-07,5.50791362E-02,3.688647552E-08,4.346052656E-03,2.271192041E-09,1.510973843E-04,4.621218262E-10,-5.713788557E-05,1.44,0.0,50000.0,0.0
3.7E-02,-6.533578045E-05,-0.345182119,5.022023349E-06,-4.832728777E-02,-1.477991084E-06,0.132665036,4.649099922E-07,2.536783227E-02,5.598826233E-08,8.644682989E-04,2.948401573E-09,2.021361589E-05,4.771621622E-10,7.699109794E-07,1.48,0.0,50000.0,0.0
3.8E-02,-6.749399052E-05,-0.660824221,4.557460341E-06,-0.100274276,-9.848793099E-07,0.125254966,6.939187625E-07,-2.259471597E-02,7.283461637E-08,-5.375301618E-03,3.480819372E-09,-3.097948128E-04,5.226664323E-10,6.0160672E-05,1.52,0.0,50000.0,0.0
3.9E-02,-6.994199067E-05,8.122985544E-02,4.08830312E-06,9.108464404E-02,-3.972028398E-07,6.387537434E-02,8.733140583E-07,-7.663226118E-02,8.002936198E-08,-1.392788955E-02,3.473730503E-09,-7.692175432E-04,5.66533402E-10,-6.343340426E-05,1.56,0.0,50000.0,0.0
